priority,delay,speed,congestion,weather,time_of_day,passenger_load,fuel_level,platform_available,distance_to_next,track_condition,historical_punctuality,decision
Freight,4.5,71.0,4,Stormy,Non-Peak,21.1,98.7,True,6.2,Good,66.0,Stop
Express,7.4,73.2,7,Cloudy,Non-Peak,52.7,91.3,False,3.9,Maintenance,57.8,Slow Down
Express,9.1,68.6,3,Foggy,Non-Peak,40.9,30.4,False,2.0,Maintenance,76.0,Slow Down
Express,9.0,49.1,3,Sunny,Non-Peak,63.2,42.6,True,20.0,Maintenance,86.5,Slow Down
Freight,5.4,31.2,5,Stormy,Peak,37.8,12.6,False,4.7,Maintenance,88.7,Stop
Local,12.9,39.9,7,Cloudy,Peak,43.8,52.2,True,0.5,Maintenance,47.2,Slow Down
Local,32.8,48.9,2,Sunny,Non-Peak,41.8,68.9,True,6.0,Maintenance,61.2,Slow Down
Local,41.2,68.1,2,Stormy,Non-Peak,63.5,87.4,False,3.0,Good,82.6,Stop
Local,4.2,82.4,4,Rainy,Peak,16.8,77.5,False,2.9,Maintenance,78.7,Slow Down
Express,12.7,57.1,5,Foggy,Peak,63.7,18.0,False,6.9,Maintenance,84.4,Slow Down
Local,0.0,83.9,8,Foggy,Peak,51.5,48.6,True,1.4,Damaged,72.8,Stop
Local,15.4,64.9,6,Sunny,Non-Peak,66.3,64.3,True,1.7,Damaged,54.4,Stop
Local,12.1,75.2,3,Stormy,Non-Peak,79.4,80.1,True,2.3,Maintenance,82.5,Stop
Express,10.3,62.8,4,Foggy,Non-Peak,42.4,96.4,True,1.6,Damaged,78.9,Stop
Express,3.5,7.0,2,Cloudy,Non-Peak,64.7,94.8,False,6.2,Maintenance,49.9,Slow Down
Local,12.9,87.9,2,Sunny,Peak,68.2,62.7,True,1.2,Good,48.5,Slow Down
Local,6.2,75.7,3,Sunny,Peak,76.8,24.5,True,1.8,Maintenance,58.3,Slow Down
Local,4.0,33.1,5,Foggy,Non-Peak,16.5,54.2,False,3.6,Good,88.3,Slow Down
Express,19.8,87.8,4,Foggy,Non-Peak,69.9,15.7,False,3.7,Maintenance,46.2,Slow Down
Local,5.8,62.7,2,Foggy,Peak,36.7,30.9,True,16.4,Damaged,59.5,Stop
Local,5.4,53.3,2,Stormy,Peak,48.6,55.8,False,1.8,Good,77.1,Stop
Freight,3.4,87.4,4,Cloudy,Peak,35.0,53.8,True,6.0,Damaged,60.0,Stop
Local,2.3,38.5,3,Foggy,Peak,9.2,14.8,False,7.6,Good,29.7,Stop
Express,1.9,59.2,4,Stormy,Non-Peak,59.2,26.6,False,1.3,Damaged,63.2,Stop
Freight,4.9,36.4,2,Stormy,Non-Peak,41.5,35.1,False,4.3,Damaged,10.4,Stop
Express,13.6,77.0,1,Rainy,Non-Peak,24.4,57.3,True,0.6,Good,88.0,Slow Down
Local,1.6,50.2,6,Stormy,Non-Peak,46.1,62.4,False,8.6,Good,70.4,Stop
Freight,15.4,42.8,4,Rainy,Peak,18.7,49.1,True,0.7,Good,62.7,Slow Down
Local,8.5,42.8,7,Sunny,Peak,86.8,54.8,False,0.7,Damaged,57.3,Stop
Freight,2.3,46.8,5,Rainy,Peak,73.9,68.3,True,2.8,Damaged,51.2,Stop
Freight,2.7,50.1,4,Stormy,Non-Peak,50.4,55.2,True,0.5,Maintenance,87.9,Stop
Local,14.7,68.0,6,Stormy,Non-Peak,87.1,12.1,False,0.8,Maintenance,52.8,Stop
Express,24.9,50.2,3,Rainy,Non-Peak,41.9,64.5,True,0.5,Damaged,85.8,Stop
Freight,6.7,61.1,3,Rainy,Non-Peak,66.0,49.6,False,1.0,Damaged,88.4,Stop
Local,0.1,60.0,2,Foggy,Peak,44.5,14.2,True,3.9,Damaged,86.4,Stop
Freight,8.1,43.8,1,Foggy,Peak,37.6,99.4,False,5.2,Damaged,84.7,Stop
Express,0.5,65.0,4,Rainy,Non-Peak,41.8,91.0,False,6.5,Damaged,56.5,Stop
Express,13.4,55.9,4,Cloudy,Peak,38.2,63.0,True,1.6,Maintenance,61.3,Slow Down
Local,17.2,61.3,3,Sunny,Non-Peak,89.1,88.0,True,4.6,Maintenance,45.4,Slow Down
Local,11.3,71.4,2,Sunny,Non-Peak,22.2,81.7,False,11.7,Damaged,59.3,Stop
Freight,5.5,52.1,6,Cloudy,Non-Peak,65.1,69.9,False,7.6,Maintenance,78.5,Slow Down
Freight,40.7,58.5,4,Foggy,Peak,75.0,77.4,True,0.5,Damaged,46.2,Stop
Local,2.0,85.9,6,Foggy,Non-Peak,35.9,84.2,True,11.1,Damaged,56.3,Stop
Freight,4.3,91.8,3,Cloudy,Peak,76.1,59.3,True,10.8,Damaged,14.9,Stop
Freight,0.3,66.6,1,Cloudy,Peak,70.6,40.2,False,6.0,Maintenance,82.3,Slow Down
Express,11.1,56.5,2,Rainy,Peak,42.4,29.8,False,3.5,Maintenance,62.3,Slow Down
Express,57.2,78.2,6,Cloudy,Non-Peak,72.6,23.8,False,5.5,Maintenance,60.4,Slow Down
Express,1.0,56.6,1,Sunny,Peak,10.9,87.2,True,8.5,Damaged,85.9,Stop
Freight,3.8,57.6,2,Foggy,Peak,19.8,15.4,False,3.2,Damaged,45.0,Stop
Express,2.3,73.6,1,Stormy,Peak,56.7,71.5,True,9.5,Maintenance,85.8,Stop
Express,4.3,70.0,3,Rainy,Peak,11.4,84.1,False,1.5,Maintenance,73.7,Slow Down
Freight,1.7,78.4,7,Rainy,Non-Peak,35.1,74.4,True,6.7,Good,97.3,Slow Down
Local,2.9,65.2,2,Foggy,Peak,32.2,45.0,False,4.4,Good,92.6,Slow Down
Express,17.5,70.9,1,Rainy,Non-Peak,42.6,51.7,False,1.2,Maintenance,47.4,Slow Down
Freight,11.1,65.7,4,Stormy,Peak,20.3,86.5,False,8.0,Damaged,41.8,Stop
Local,0.1,76.5,7,Stormy,Non-Peak,55.8,46.0,False,12.5,Good,82.7,Stop
Local,5.9,75.8,1,Stormy,Peak,73.4,67.4,False,15.4,Maintenance,70.9,Stop
Freight,18.7,91.7,2,Foggy,Peak,23.1,56.6,True,5.8,Damaged,55.9,Stop
Local,3.6,55.2,1,Foggy,Non-Peak,40.9,22.9,False,3.5,Maintenance,54.3,Slow Down
Freight,13.8,42.6,4,Foggy,Peak,52.0,69.2,False,0.5,Damaged,88.3,Stop
Local,20.3,82.8,3,Stormy,Non-Peak,31.4,36.1,True,4.7,Damaged,63.5,Stop
Local,1.6,83.9,2,Cloudy,Peak,46.1,78.7,False,4.3,Damaged,64.8,Stop
Local,11.3,81.6,2,Rainy,Non-Peak,62.8,99.7,True,7.5,Damaged,82.1,Stop
Express,14.9,52.6,2,Sunny,Peak,22.6,10.8,False,5.0,Good,83.6,Stop
Local,2.7,49.5,3,Sunny,Non-Peak,75.2,64.2,False,18.6,Good,59.0,Move
Local,22.9,49.3,1,Foggy,Non-Peak,79.6,69.7,True,3.4,Good,59.0,Slow Down
Express,9.6,54.2,3,Cloudy,Peak,37.9,29.4,True,2.0,Damaged,52.1,Stop
Local,4.3,14.3,2,Rainy,Peak,47.1,96.6,True,4.5,Good,43.8,Slow Down
Local,18.6,62.8,8,Rainy,Non-Peak,34.6,15.3,True,2.6,Good,60.4,Slow Down
Local,1.2,43.9,1,Rainy,Non-Peak,22.1,35.3,False,3.6,Maintenance,58.8,Slow Down
Local,5.6,23.4,2,Sunny,Non-Peak,81.5,75.9,False,0.7,Maintenance,74.9,Stop
Local,12.5,34.0,1,Foggy,Non-Peak,52.5,46.9,True,0.5,Good,66.5,Slow Down
Freight,22.1,76.3,3,Sunny,Non-Peak,56.8,62.7,False,5.8,Maintenance,59.0,Slow Down
Express,2.4,54.9,2,Foggy,Non-Peak,90.0,59.2,True,0.5,Maintenance,30.5,Slow Down
Express,6.9,60.8,6,Stormy,Peak,79.0,85.2,False,3.6,Good,60.4,Stop
Local,2.5,52.4,0,Stormy,Peak,83.1,70.3,True,1.5,Damaged,52.5,Stop
Freight,17.6,73.5,1,Rainy,Peak,33.5,67.9,False,7.3,Damaged,81.2,Stop
Freight,4.3,49.1,1,Sunny,Peak,59.3,22.1,True,1.1,Good,61.6,Slow Down
Local,5.0,54.5,5,Foggy,Non-Peak,57.0,50.5,True,3.8,Maintenance,59.6,Slow Down
Express,6.6,69.1,3,Sunny,Peak,45.9,66.1,False,11.4,Maintenance,88.0,Slow Down
Express,13.5,71.6,3,Foggy,Non-Peak,86.5,26.0,True,0.5,Damaged,83.9,Stop
Local,1.7,45.2,2,Stormy,Non-Peak,64.0,17.3,False,5.1,Maintenance,76.6,Stop
Local,13.1,64.7,2,Sunny,Peak,83.8,43.7,True,5.1,Maintenance,95.7,Slow Down
Local,2.5,42.0,3,Stormy,Peak,19.1,82.3,False,1.9,Maintenance,86.5,Stop
Local,10.8,62.3,5,Foggy,Non-Peak,3.6,89.2,True,1.5,Damaged,72.0,Stop
Local,1.2,42.4,3,Sunny,Non-Peak,47.6,56.0,False,0.5,Good,77.1,Stop
Freight,2.1,71.2,2,Foggy,Peak,67.3,21.1,True,3.1,Damaged,48.5,Stop
Express,8.5,55.3,4,Stormy,Peak,52.5,38.9,False,17.3,Damaged,30.5,Stop
Freight,6.5,50.3,2,Sunny,Non-Peak,49.1,60.0,False,1.7,Good,88.3,Slow Down
Local,1.4,54.5,4,Stormy,Peak,85.9,97.2,True,15.6,Good,83.8,Stop
Express,0.6,77.8,3,Sunny,Peak,39.9,60.5,False,2.9,Maintenance,37.3,Slow Down
Express,0.1,86.5,0,Cloudy,Non-Peak,43.6,74.0,False,0.8,Damaged,56.6,Stop
Freight,0.9,63.2,4,Sunny,Peak,91.7,33.8,False,6.5,Good,79.4,Move
Freight,5.3,77.7,2,Sunny,Non-Peak,55.6,38.7,True,5.2,Good,40.8,Move
Local,8.6,54.8,6,Cloudy,Non-Peak,77.1,14.6,True,3.7,Damaged,70.2,Stop
Local,14.2,57.4,2,Rainy,Peak,32.5,97.7,True,9.3,Damaged,59.2,Stop
Express,17.0,112.8,1,Stormy,Peak,85.5,79.4,False,8.2,Damaged,72.2,Stop
Express,4.8,53.5,5,Rainy,Peak,61.0,12.8,True,4.4,Good,61.9,Stop
Local,5.8,67.5,6,Sunny,Non-Peak,28.2,80.6,True,13.3,Maintenance,66.6,Slow Down
Local,36.6,71.5,1,Rainy,Peak,93.1,55.8,True,4.4,Good,54.4,Slow Down
Freight,19.5,63.8,2,Cloudy,Peak,88.9,67.7,True,0.5,Good,73.4,Slow Down
Freight,10.2,67.6,7,Foggy,Non-Peak,80.4,28.8,False,5.3,Good,58.3,Slow Down
Local,43.7,31.9,6,Cloudy,Peak,14.3,98.1,False,3.0,Good,87.1,Slow Down
Express,1.0,100.6,1,Cloudy,Peak,32.5,72.8,False,2.1,Good,41.1,Slow Down
Express,1.0,62.7,2,Foggy,Peak,47.9,54.6,False,15.3,Good,70.6,Slow Down
Local,10.4,43.3,3,Foggy,Peak,46.7,42.9,False,0.5,Good,55.6,Stop
Local,6.0,80.8,3,Sunny,Peak,59.9,58.8,True,1.4,Damaged,69.9,Stop
Local,5.9,50.6,3,Stormy,Peak,48.4,30.8,True,2.4,Maintenance,99.2,Stop
Express,14.0,73.9,5,Sunny,Peak,19.6,98.9,True,3.6,Good,55.7,Slow Down
Local,0.4,26.4,2,Cloudy,Non-Peak,64.5,27.9,False,3.9,Damaged,67.8,Stop
Freight,13.4,98.7,3,Rainy,Peak,43.7,23.1,True,18.3,Damaged,70.8,Stop
Freight,11.9,45.5,2,Cloudy,Non-Peak,34.4,45.8,False,0.5,Good,63.0,Stop
Express,4.8,55.9,8,Cloudy,Peak,42.8,15.7,True,11.0,Damaged,58.9,Stop
Freight,23.2,44.8,1,Cloudy,Peak,57.8,33.9,False,20.0,Maintenance,53.9,Slow Down
Freight,4.9,38.3,3,Sunny,Peak,7.8,73.1,True,2.1,Good,97.0,Move
Local,18.1,41.4,3,Sunny,Non-Peak,67.9,74.8,True,1.1,Maintenance,64.6,Slow Down
Local,9.8,21.8,2,Rainy,Non-Peak,8.3,23.1,True,1.9,Good,85.4,Slow Down
Express,14.0,34.1,6,Rainy,Non-Peak,19.6,98.1,False,2.8,Good,86.3,Slow Down
Express,8.8,58.9,5,Sunny,Peak,49.8,37.5,False,8.3,Maintenance,46.3,Slow Down
Express,6.3,77.1,2,Stormy,Non-Peak,83.5,43.4,False,9.5,Damaged,40.4,Stop
Freight,4.2,51.3,6,Sunny,Peak,39.1,83.4,True,2.8,Damaged,33.7,Stop
Express,9.3,78.3,4,Rainy,Peak,75.0,61.8,False,6.8,Damaged,78.1,Stop
Express,7.9,43.9,4,Sunny,Peak,69.3,32.8,False,1.4,Damaged,74.4,Stop
Local,0.4,73.5,2,Foggy,Non-Peak,14.3,13.3,True,7.1,Damaged,58.9,Stop
Local,21.7,79.9,4,Foggy,Peak,19.3,65.8,True,1.4,Maintenance,55.1,Slow Down
Express,2.5,61.9,3,Sunny,Peak,31.7,98.9,False,4.6,Good,65.5,Move
Freight,10.6,48.2,2,Rainy,Peak,8.7,46.8,False,1.1,Damaged,53.3,Stop
Freight,10.1,53.2,3,Sunny,Non-Peak,96.4,51.0,True,8.5,Good,45.5,Move
Local,2.0,64.2,2,Stormy,Peak,55.9,46.5,False,3.8,Maintenance,84.1,Stop
Express,0.8,59.5,5,Stormy,Peak,34.5,34.4,False,0.9,Maintenance,63.4,Stop
Express,29.5,60.3,1,Foggy,Peak,39.2,68.6,True,6.6,Damaged,78.0,Stop
Local,28.6,70.4,1,Sunny,Non-Peak,64.1,33.3,True,6.9,Good,72.5,Move
Freight,1.2,51.4,2,Stormy,Non-Peak,22.4,50.6,True,7.3,Maintenance,45.0,Stop
Express,2.7,90.6,0,Foggy,Peak,51.0,59.7,True,0.5,Damaged,75.6,Stop
Local,33.7,76.6,2,Rainy,Peak,59.5,67.5,False,4.9,Damaged,47.3,Stop
Freight,0.2,65.4,2,Rainy,Non-Peak,57.2,63.4,False,7.5,Maintenance,47.7,Slow Down
Express,2.6,63.6,2,Stormy,Peak,72.1,63.3,True,7.2,Maintenance,76.4,Stop
Freight,22.6,52.4,5,Cloudy,Peak,88.3,50.1,True,0.5,Damaged,58.2,Stop
Express,8.4,69.8,2,Stormy,Peak,39.3,14.9,True,15.3,Maintenance,56.3,Stop
Local,6.4,42.7,1,Cloudy,Peak,37.0,32.5,False,11.0,Damaged,87.2,Stop
Freight,26.7,67.4,5,Stormy,Peak,51.5,28.0,False,2.6,Maintenance,71.9,Stop
Express,14.4,66.2,4,Sunny,Peak,18.6,42.3,False,6.3,Good,86.6,Move
Express,17.2,68.6,2,Foggy,Non-Peak,7.6,91.8,True,3.1,Damaged,66.4,Stop
Express,12.6,59.4,2,Sunny,Non-Peak,46.7,16.3,False,4.4,Good,62.8,Move
Local,4.1,47.1,4,Stormy,Peak,20.5,59.6,False,3.2,Maintenance,70.5,Stop
Express,20.7,60.0,1,Stormy,Peak,60.3,54.1,False,2.9,Damaged,95.4,Stop
Freight,1.2,35.8,2,Sunny,Peak,29.5,90.1,False,6.1,Damaged,77.7,Stop
Freight,2.2,73.0,3,Cloudy,Peak,50.0,79.3,False,2.9,Maintenance,64.8,Slow Down
Freight,11.2,58.7,2,Cloudy,Peak,33.6,74.6,True,1.4,Damaged,44.5,Stop
Freight,17.8,71.6,0,Sunny,Non-Peak,13.0,14.0,True,6.3,Good,62.2,Stop
Freight,0.2,93.1,4,Foggy,Non-Peak,51.2,98.4,True,14.7,Maintenance,61.2,Slow Down
Freight,3.2,37.3,3,Rainy,Peak,78.8,36.9,True,8.2,Good,74.3,Slow Down
Freight,8.3,77.5,7,Rainy,Peak,60.7,65.4,False,3.0,Damaged,87.9,Stop
Local,6.3,49.0,2,Rainy,Peak,57.3,49.6,False,0.8,Maintenance,49.3,Stop
Freight,1.7,47.1,2,Cloudy,Non-Peak,8.9,74.1,False,5.0,Good,96.5,Move
Express,8.8,64.5,4,Foggy,Non-Peak,16.0,55.5,False,2.5,Maintenance,76.8,Slow Down
Local,19.6,43.2,3,Cloudy,Peak,44.4,23.3,False,1.0,Damaged,46.8,Stop
Local,11.8,65.9,4,Cloudy,Non-Peak,41.4,68.7,False,1.8,Damaged,94.1,Stop
Freight,31.4,58.7,8,Sunny,Peak,39.9,69.5,False,0.5,Good,89.5,Stop
Express,14.5,82.4,2,Stormy,Peak,18.6,11.9,False,0.5,Good,81.7,Stop
Express,0.4,79.0,3,Rainy,Non-Peak,62.6,87.6,True,1.1,Damaged,71.4,Stop
Express,9.6,54.1,2,Stormy,Peak,64.8,31.7,True,6.1,Damaged,59.8,Stop
Local,5.3,48.3,5,Sunny,Non-Peak,24.7,54.3,False,3.6,Damaged,86.1,Stop
Local,30.0,33.8,4,Rainy,Non-Peak,79.2,83.3,False,2.1,Maintenance,71.7,Slow Down
Freight,0.1,58.4,3,Sunny,Non-Peak,88.6,85.3,True,10.3,Good,93.5,Move
Express,12.6,65.0,1,Rainy,Non-Peak,26.9,25.8,False,20.0,Damaged,47.1,Stop
Freight,29.8,61.1,4,Foggy,Non-Peak,98.8,48.5,False,3.3,Maintenance,68.6,Slow Down
Freight,75.1,50.7,2,Cloudy,Peak,52.6,63.4,False,1.7,Good,84.8,Slow Down
Freight,10.4,68.6,6,Rainy,Non-Peak,81.7,81.7,False,3.0,Maintenance,85.6,Slow Down
Express,0.2,84.1,1,Rainy,Non-Peak,44.6,93.9,False,0.5,Maintenance,38.3,Stop
Express,6.9,33.8,2,Cloudy,Peak,88.5,78.1,False,5.9,Good,52.3,Move
Express,3.6,62.0,2,Rainy,Peak,21.8,92.1,True,1.3,Good,69.7,Slow Down
Express,20.4,71.2,3,Foggy,Peak,17.1,70.9,False,3.9,Maintenance,53.6,Slow Down
Freight,3.1,79.7,4,Rainy,Peak,47.5,73.8,True,2.7,Damaged,71.3,Stop
Freight,17.8,64.6,3,Foggy,Peak,90.9,86.8,False,4.6,Maintenance,95.0,Slow Down
Local,1.1,46.7,3,Rainy,Non-Peak,38.9,12.2,True,3.9,Good,65.1,Stop
Freight,10.7,68.1,4,Stormy,Peak,58.1,10.3,False,1.7,Maintenance,63.3,Stop
Express,4.0,78.7,2,Sunny,Non-Peak,82.6,62.0,False,6.8,Maintenance,77.6,Slow Down
Freight,2.5,53.7,2,Cloudy,Peak,53.8,79.4,False,0.6,Maintenance,40.5,Stop
Local,1.6,73.3,2,Sunny,Non-Peak,46.2,81.8,True,6.5,Good,65.6,Move
Local,6.7,72.4,1,Cloudy,Peak,22.8,89.1,False,6.7,Good,84.4,Move
Freight,49.1,66.6,0,Cloudy,Peak,8.9,31.6,False,4.1,Maintenance,42.7,Slow Down
Express,17.2,72.9,1,Foggy,Peak,54.9,42.2,True,15.9,Damaged,53.3,Stop
Local,11.0,21.5,3,Rainy,Non-Peak,12.0,71.2,True,1.3,Good,84.9,Slow Down
Express,0.5,62.1,3,Cloudy,Non-Peak,34.7,45.4,True,9.4,Damaged,56.2,Stop
Freight,2.1,57.4,4,Rainy,Non-Peak,35.8,14.6,False,1.3,Damaged,75.2,Stop
Local,7.2,57.6,1,Cloudy,Peak,64.6,89.0,False,8.3,Maintenance,30.2,Slow Down
Express,5.9,66.0,5,Stormy,Non-Peak,8.0,64.5,False,3.7,Maintenance,75.8,Stop
Express,10.1,48.2,3,Foggy,Non-Peak,39.6,16.4,False,2.8,Maintenance,41.4,Slow Down
Freight,4.9,27.9,2,Cloudy,Peak,81.2,96.5,True,18.7,Damaged,43.7,Stop
Freight,19.6,91.2,5,Stormy,Non-Peak,77.2,91.3,False,4.8,Good,62.2,Stop
Local,0.3,69.4,1,Stormy,Non-Peak,92.5,14.7,True,7.0,Damaged,63.9,Stop
Local,3.7,21.0,7,Sunny,Peak,68.7,70.1,True,0.6,Maintenance,85.6,Slow Down
Freight,21.0,65.6,2,Cloudy,Non-Peak,11.4,95.4,True,3.9,Damaged,93.5,Stop
Freight,11.0,78.1,3,Sunny,Peak,54.4,96.1,False,0.5,Damaged,69.3,Stop
Freight,9.8,57.2,5,Stormy,Peak,52.9,61.4,False,12.0,Damaged,85.7,Stop
Local,5.4,48.2,0,Rainy,Peak,77.0,52.5,True,4.3,Maintenance,91.2,Slow Down
Freight,4.1,82.3,1,Cloudy,Non-Peak,81.3,68.2,True,7.0,Maintenance,60.0,Slow Down
Local,3.7,59.7,8,Foggy,Non-Peak,67.7,67.2,False,4.9,Good,82.0,Slow Down
Express,1.8,43.1,2,Sunny,Peak,34.2,39.1,False,5.8,Maintenance,55.9,Slow Down
Local,0.5,70.5,3,Stormy,Peak,64.9,25.3,False,0.8,Maintenance,31.3,Stop
Express,10.5,70.8,3,Stormy,Peak,56.1,10.5,True,1.2,Good,53.3,Stop
Freight,0.4,78.6,3,Stormy,Peak,73.5,69.8,False,4.1,Damaged,78.8,Stop
Freight,1.7,79.2,3,Cloudy,Non-Peak,52.9,21.4,False,1.5,Damaged,86.3,Stop
Local,5.8,60.5,3,Stormy,Peak,40.7,94.5,False,3.3,Damaged,84.5,Stop
Local,27.4,86.1,3,Cloudy,Peak,57.5,71.1,False,11.0,Good,56.6,Slow Down
Local,1.1,85.5,2,Sunny,Peak,83.3,76.5,False,6.6,Maintenance,72.4,Slow Down
Local,5.4,47.7,5,Rainy,Non-Peak,82.5,47.9,True,5.3,Good,46.5,Slow Down
Freight,4.0,69.0,4,Foggy,Non-Peak,62.3,68.0,False,0.5,Good,64.6,Stop
Freight,24.7,97.5,0,Foggy,Peak,39.1,28.9,True,2.7,Damaged,67.5,Stop
Express,28.9,63.0,1,Sunny,Peak,91.0,52.9,False,2.9,Maintenance,41.9,Slow Down
Local,3.6,46.1,2,Foggy,Non-Peak,71.8,99.4,False,7.1,Good,31.4,Slow Down
Local,0.4,69.0,3,Cloudy,Non-Peak,19.2,23.3,True,3.7,Good,83.3,Move
Express,0.9,24.2,2,Cloudy,Non-Peak,48.2,29.3,False,13.6,Maintenance,10.7,Slow Down
Freight,6.0,44.9,5,Foggy,Peak,84.5,14.3,True,0.5,Good,96.0,Stop
Express,12.1,44.2,1,Cloudy,Peak,42.6,57.3,True,1.4,Damaged,85.4,Stop
Local,2.5,35.2,2,Cloudy,Peak,40.8,55.0,False,3.7,Maintenance,64.8,Slow Down
Express,1.7,86.2,3,Sunny,Peak,13.4,90.3,True,0.6,Maintenance,43.3,Slow Down
Freight,9.5,36.9,2,Foggy,Non-Peak,12.2,68.8,True,1.2,Maintenance,62.5,Slow Down
Local,62.8,57.9,2,Cloudy,Non-Peak,46.8,38.4,True,0.5,Damaged,79.0,Stop
Freight,7.6,57.4,2,Sunny,Peak,61.8,33.4,True,6.5,Good,53.1,Move
Local,14.0,75.3,2,Rainy,Peak,30.5,75.8,False,9.0,Good,16.4,Slow Down
Express,1.6,56.5,4,Rainy,Peak,66.5,91.3,False,0.5,Damaged,72.6,Stop
Express,10.3,52.6,5,Sunny,Peak,76.0,70.4,False,10.4,Maintenance,65.4,Slow Down
Express,3.9,42.6,4,Rainy,Peak,36.1,30.7,True,0.5,Damaged,68.8,Stop
Local,1.7,67.9,2,Cloudy,Peak,14.1,87.0,False,3.4,Good,59.8,Move
Freight,11.9,106.4,2,Sunny,Peak,96.6,65.1,False,0.8,Damaged,90.6,Stop
Express,1.7,33.4,3,Sunny,Peak,25.0,27.7,True,1.2,Damaged,66.9,Stop
Express,1.8,65.2,4,Rainy,Non-Peak,64.2,86.7,True,0.6,Good,76.5,Slow Down
Express,8.2,47.4,3,Foggy,Non-Peak,36.6,81.3,False,0.5,Good,60.5,Stop
Local,17.0,26.9,3,Cloudy,Peak,91.7,90.8,True,1.2,Good,59.0,Slow Down
Local,4.7,83.9,2,Sunny,Peak,35.2,28.5,True,10.0,Maintenance,32.9,Slow Down
Express,4.3,42.0,4,Cloudy,Peak,63.0,63.3,True,10.9,Good,70.7,Move
Local,19.1,91.0,3,Stormy,Non-Peak,24.2,77.8,True,1.8,Maintenance,61.9,Stop
Local,1.5,53.5,1,Sunny,Peak,21.8,86.0,False,3.8,Maintenance,81.1,Slow Down
Freight,35.9,39.3,4,Rainy,Peak,22.0,50.9,False,0.5,Good,72.5,Stop
Freight,2.0,49.8,5,Sunny,Non-Peak,46.1,41.3,True,3.8,Damaged,62.2,Stop
Express,0.7,100.3,2,Stormy,Non-Peak,18.0,91.0,False,2.4,Damaged,87.5,Stop
Local,0.1,33.8,4,Sunny,Peak,82.5,66.4,False,20.0,Maintenance,50.4,Slow Down
Express,1.0,44.8,4,Stormy,Non-Peak,49.3,53.4,False,1.4,Damaged,80.5,Stop
Local,5.7,63.0,6,Foggy,Non-Peak,78.4,40.6,True,1.9,Damaged,81.7,Stop
Freight,13.5,24.0,2,Foggy,Non-Peak,22.2,83.5,True,1.7,Good,54.8,Slow Down
Freight,15.9,60.6,2,Foggy,Peak,19.0,16.0,True,9.3,Damaged,89.3,Stop
Freight,4.4,61.8,2,Sunny,Non-Peak,94.6,80.3,False,0.5,Damaged,48.4,Stop
Local,8.1,53.9,4,Sunny,Peak,77.5,18.2,True,0.9,Maintenance,74.8,Slow Down
Freight,22.1,78.9,1,Cloudy,Peak,64.6,39.6,True,2.5,Good,79.6,Move
Freight,4.9,48.4,3,Rainy,Non-Peak,40.8,26.4,True,1.5,Damaged,94.5,Stop
Freight,29.9,67.1,6,Sunny,Peak,59.0,12.7,False,5.9,Damaged,75.0,Stop
Freight,22.3,58.9,2,Foggy,Non-Peak,50.1,80.2,False,3.7,Maintenance,58.5,Slow Down
Freight,28.6,32.2,3,Cloudy,Non-Peak,27.8,84.4,False,13.1,Damaged,51.8,Stop
Freight,1.3,63.0,2,Rainy,Non-Peak,10.5,25.2,True,0.5,Good,73.4,Slow Down
Freight,16.9,52.1,4,Stormy,Non-Peak,31.4,35.3,True,0.5,Damaged,64.5,Stop
Express,36.4,46.3,2,Sunny,Peak,50.6,99.8,True,3.7,Good,26.0,Slow Down
Freight,4.0,65.9,2,Sunny,Peak,57.0,46.6,False,7.6,Damaged,57.7,Stop
Local,10.0,33.3,2,Foggy,Peak,18.7,85.5,False,3.3,Damaged,71.8,Stop
Local,1.6,66.8,3,Sunny,Peak,72.6,50.7,False,4.7,Maintenance,75.4,Slow Down
Express,5.9,41.7,1,Foggy,Non-Peak,22.4,54.9,False,6.1,Damaged,39.9,Stop
Freight,3.5,82.6,1,Cloudy,Non-Peak,59.0,79.4,True,0.6,Good,36.9,Slow Down
Freight,5.2,78.5,0,Sunny,Non-Peak,17.3,30.2,False,4.1,Maintenance,86.7,Slow Down
Freight,10.8,25.3,2,Stormy,Non-Peak,72.8,46.0,True,6.4,Good,77.1,Stop
Express,5.0,71.1,4,Cloudy,Non-Peak,14.2,36.7,True,5.7,Maintenance,48.3,Slow Down
Freight,0.9,52.8,2,Rainy,Non-Peak,65.7,64.2,False,20.0,Maintenance,85.6,Slow Down
Express,18.6,75.7,2,Cloudy,Non-Peak,70.2,64.3,False,1.2,Maintenance,91.7,Slow Down
Local,0.6,86.9,4,Rainy,Peak,53.3,26.2,False,1.1,Maintenance,48.3,Slow Down
Freight,10.0,100.2,2,Cloudy,Non-Peak,54.7,55.3,False,7.1,Maintenance,67.4,Slow Down
Freight,2.6,78.7,1,Sunny,Peak,48.7,77.9,True,9.2,Good,58.6,Move
Freight,2.3,92.0,2,Foggy,Peak,80.9,40.5,False,3.6,Maintenance,45.1,Slow Down
Express,6.9,89.1,6,Stormy,Non-Peak,56.6,81.4,False,2.8,Maintenance,46.0,Stop
Freight,9.6,56.0,2,Sunny,Peak,83.7,12.6,True,10.5,Good,64.9,Stop
Local,12.1,87.1,2,Foggy,Peak,49.1,27.5,True,13.6,Maintenance,79.8,Slow Down
Express,4.1,66.4,1,Foggy,Peak,55.6,24.3,True,20.0,Damaged,41.4,Stop
